year,month,day,Plastic,Metal,Rubber,Glass,Wood & Paper,Clothing & Fabrics,Miscellaneous
2012,9,1,0,0,0,0,0,0,0
2012,9,2,4,1,2,0,1,0,0
2012,9,3,9,0,0,0,2,0,0
2012,9,4,2,0,0,0,0,0,0
2012,9,5,0,0,0,0,0,0,0
2012,9,6,1,0,0,0,1,1,0
2012,9,7,0,0,0,0,0,0,0
2012,9,15,9,1,2,0,0,0,0
2012,9,16,25,0,0,0,3,0,0
2012,9,17,17,1,0,0,4,0,0
2012,9,18,20,2,1,1,3,3,0
2012,9,19,31,0,1,1,4,0,0
2012,9,20,13,0,0,0,1,2,0
2012,9,21,8,0,1,2,3,2,1
2012,9,22,16,0,0,1,2,1,0
2012,9,23,8,0,2,0,2,0,0
2012,9,24,7,0,0,0,0,0,0
2012,9,25,2,0,0,0,0,0,0
2012,9,27,6,3,0,2,0,0,0
2012,9,28,3,0,0,0,0,0,0
2012,9,29,8,1,1,0,2,1,0
2012,9,30,9,0,0,1,0,1,0
2012,10,1,1,0,0,0,1,0,0
2012,10,2,3,1,1,0,0,0,0
2013,2,16,11,0,0,0,2,0,0
2013,2,17,17,0,0,0,0,0,0
2013,2,18,9,0,0,0,0,1,0
2013,2,19,4,0,1,0,1,0,1
2013,2,20,4,0,0,0,0,0,0
2013,2,22,1,0,0,0,0,0,0
2013,2,23,4,0,1,0,0,0,0
2013,2,24,14,0,1,1,0,2,0
2013,2,25,7,2,2,0,0,0,0
2013,2,26,14,1,2,0,1,3,0
2013,2,27,7,1,1,0,0,1,0
2013,2,28,2,0,0,0,0,0,0
2013,3,2,15,1,1,0,0,1,0
2013,3,3,10,0,1,0,0,1,0
2013,3,4,5,0,0,0,0,0,0
2013,3,5,5,0,0,0,0,0,0
2013,3,6,8,1,1,0,2,0,1
2013,3,7,6,1,1,0,1,0,0
2013,3,8,15,2,1,0,1,4,1
2013,3,9,32,0,3,1,2,4,0
2013,3,10,75,1,8,0,0,10,0
2013,3,12,9,0,1,0,1,1,0
2013,3,13,11,2,0,0,0,0,0
2013,6,20,14,1,0,0,3,1,0
2013,6,21,8,0,1,0,2,0,0
2013,6,22,15,1,3,0,2,1,0
2013,6,23,16,0,3,0,3,4,0
2013,6,24,5,0,0,0,0,0,0
2013,6,25,19,0,0,0,3,1,0
2013,6,26,10,0,0,1,0,0,0
2013,6,27,1,0,0,0,0,0,0
2013,6,28,7,0,0,0,0,1,0
2013,6,29,3,0,0,0,0,0,0
2013,7,11,4,0,0,0,0,0,0
2013,7,12,31,1,3,0,6,4,0
2013,7,13,21,1,1,0,4,0,0
2013,7,14,9,0,0,0,3,1,0
2013,7,15,4,0,0,0,3,1,0
2013,7,16,2,0,0,0,4,0,0
2013,7,17,5,0,2,0,3,0,0
2013,7,18,14,3,0,0,4,0,1
2013,7,19,16,0,0,0,3,0,0
2013,7,20,11,0,2,0,1,1,0
2013,7,21,15,1,1,0,5,0,0
2013,7,22,5,0,1,0,0,0,0
2013,7,23,8,0,1,0,2,0,0
2013,8,3,3,0,0,0,0,0,1
2013,8,4,6,0,0,0,0,0,0
2013,8,5,1,0,1,0,0,0,0
2013,8,6,12,0,0,0,0,0,0
2013,8,7,8,0,0,0,1,0,0
2013,8,8,7,0,0,0,0,0,1
2013,8,9,10,0,0,0,1,0,0
2013,8,10,4,0,1,0,2,0,0
2013,8,11,3,0,0,0,0,0,0
2013,8,12,3,1,0,0,0,0,0
2013,8,13,1,0,0,1,0,0,0
2013,8,14,2,0,0,0,0,0,0
2013,8,15,3,0,0,0,0,0,0
2013,8,16,0,0,1,0,0,0,0
2013,8,17,1,0,0,0,2,0,0
2013,8,18,0,0,0,0,1,0,0
2013,8,19,2,0,0,0,0,1,0
2013,8,20,2,0,1,0,1,0,0
2013,8,23,0,0,0,0,0,0,0
2013,8,24,4,1,0,0,1,0,0
2013,8,25,6,0,0,0,1,2,0
2013,8,26,2,0,1,0,5,1,1
2013,8,27,1,0,0,0,0,0,0
2013,8,28,5,0,1,0,0,0,0
2013,8,29,2,0,1,0,1,0,0
2013,8,30,8,0,0,0,1,0,0
2013,8,31,8,1,0,1,0,0,0
2013,9,1,6,0,1,0,0,0,0
2013,9,2,2,0,0,0,1,0,0
2013,9,3,2,0,0,1,0,1,0
2013,9,11,1,0,0,0,0,0,0
2013,9,13,15,2,3,0,2,0,0
2013,9,14,19,0,1,0,0,0,0
2013,9,15,14,0,0,0,0,0,0
2013,9,16,19,2,2,0,8,2,2
2013,9,17,20,0,0,0,1,0,0
2013,9,18,4,0,0,0,0,0,0
2013,9,19,6,0,0,1,0,1,0
2013,9,20,24,0,0,0,3,0,0
2013,9,21,7,0,1,0,0,0,0
2013,9,22,4,0,0,0,2,0,0
2013,9,23,4,0,0,0,1,0,0
2013,9,25,3,1,2,0,0,1,0
2013,9,26,7,2,2,0,0,0,0
2013,9,27,9,0,2,0,0,2,1
2013,9,28,4,0,0,0,0,0,0
2013,9,29,5,0,0,0,0,0,0
2013,9,30,6,1,5,0,0,0,0
2013,10,1,4,2,0,0,0,0,0
2014,2,16,36,4,0,0,5,2,1
2014,2,17,10,2,1,0,1,0,0
2014,2,18,3,0,0,0,1,0,0
2014,2,19,31,0,0,0,3,2,0
2014,2,20,65,3,9,1,8,34,4
2014,2,21,16,1,0,0,1,6,0
2014,2,22,65,2,4,0,7,10,2
2014,2,24,5,0,2,0,0,0,0
2014,2,25,4,0,4,0,1,1,1
2014,2,26,8,0,6,0,2,1,0
2014,2,27,0,0,0,0,0,0,0
2014,2,28,0,0,0,0,0,0,0
2014,3,1,22,1,3,0,0,1,0
2014,3,2,3,0,6,0,0,2,0
2014,3,3,39,0,3,1,1,11,0
2014,3,4,14,2,1,0,2,1,0
2014,3,5,34,1,0,0,2,1,1
2014,3,6,23,2,2,0,2,0,1
2014,3,7,11,0,2,0,0,1,0
2014,3,8,2,0,0,0,0,1,0
2014,6,6,1,0,1,0,0,0,0
2014,7,5,0,3,0,0,0,0,0
2014,7,7,1,0,0,0,0,0,0
2014,7,8,8,0,0,0,0,0,0
2014,7,9,6,1,0,0,0,0,0
2014,7,10,1,0,0,0,1,0,0
2014,7,11,0,0,0,0,0,0,0
2014,7,12,2,0,0,0,0,0,0
2014,7,17,2,0,0,0,0,0,0
2014,7,18,9,0,0,0,5,0,1
2014,7,19,21,0,1,0,0,1,0
2014,7,20,12,0,2,0,0,0,0
2014,7,21,1,0,0,0,0,1,0
2014,7,22,1,0,0,0,1,0,0
2014,7,24,2,0,2,0,0,1,0
2014,7,25,4,0,1,0,0,0,0
2014,7,26,7,2,0,0,1,0,1
2014,7,27,9,0,3,0,4,2,0
2014,7,28,9,1,0,0,3,0,0
2014,7,29,2,0,2,0,0,0,0
2014,7,30,3,0,0,0,0,0,0
2014,8,7,2,0,0,0,0,1,0
2014,8,8,2,0,0,0,1,0,0
2014,8,9,0,0,0,0,0,0,1
2014,8,10,3,0,0,0,0,0,0
2014,8,12,2,0,1,0,0,0,0
2014,8,13,7,0,1,0,0,0,0
2014,8,14,14,1,0,0,0,1,0
2014,8,15,15,0,0,0,0,0,0
2014,8,16,14,0,0,0,0,0,0
2014,8,17,5,0,0,0,0,0,0
2014,8,18,5,0,0,0,0,0,0
2014,8,19,9,0,0,0,0,1,0
2014,8,20,0,0,0,0,0,0,0
2014,8,22,0,0,0,1,0,0,0
2014,8,23,3,1,1,0,0,0,0
2014,8,24,8,0,0,0,0,0,0
2014,8,25,6,1,2,0,0,0,3
2014,8,26,7,2,1,1,0,0,1
2014,8,27,7,0,0,0,2,0,0
2014,8,28,0,1,0,0,0,0,0
2014,8,29,5,0,0,0,0,0,0
2014,8,30,16,0,0,0,1,2,0
2014,8,31,19,1,2,0,1,0,0
2014,9,1,7,0,0,0,0,2,0
2014,9,2,5,0,0,0,0,0,0
2014,9,3,10,2,0,0,1,0,2
2014,9,8,0,1,1,0,0,0,0
2014,9,9,6,1,2,0,1,0,0
2014,9,10,8,0,1,0,1,0,3
2014,9,11,47,2,0,0,3,1,1
2014,9,12,42,1,4,0,0,1,2
2014,9,13,38,0,0,0,0,0,0
2014,9,14,11,0,0,0,0,1,0
2014,9,15,16,0,2,1,0,0,0
2014,9,16,19,0,0,1,1,2,2
2014,9,17,14,1,1,0,0,0,1
2014,9,18,9,0,0,0,0,0,0
2014,9,20,1,0,1,0,0,0,0
2014,9,21,7,2,1,0,1,0,0
2014,9,22,4,0,0,0,2,0,0
2014,9,23,10,0,0,0,0,0,0
2014,9,24,3,0,0,0,1,0,0
2014,9,25,5,1,0,0,0,0,0
2015,2,26,11,0,2,0,3,0,0
2015,2,27,18,2,5,0,2,3,0
2015,2,28,47,2,10,0,7,5,2
2015,3,1,34,0,2,0,1,6,3
2015,3,2,6,1,0,0,1,0,0
2015,3,3,37,1,7,0,0,2,1
2015,3,4,6,0,0,0,0,2,0
2015,3,5,11,1,2,0,0,0,0
2015,3,6,10,0,2,1,1,0,0
2015,3,7,15,1,4,1,1,3,0
2015,3,8,11,1,5,1,2,2,0
2015,3,9,8,0,1,1,1,0,0
2015,3,10,8,0,2,0,0,0,0
2015,3,12,7,0,2,0,1,0,0
2015,3,13,18,0,0,0,0,1,0
2015,3,14,12,1,1,0,0,2,0
2015,3,15,5,0,0,1,0,2,0
2015,3,16,12,0,0,1,0,1,1
2015,3,17,21,1,1,0,1,1,0
2015,3,18,19,0,2,0,0,0,1
2015,3,19,14,1,0,0,0,0,0
2015,3,20,26,3,2,0,0,1,0
2015,3,21,14,0,3,0,0,0,0
2015,3,22,7,0,3,0,2,0,1
2015,3,23,7,0,1,0,0,0,0
